,CompanyName:,BusinessintheStateof:,HIOSIssuerID:,MEMBER_MONTHS_INDIVIDUAL:,MEMBER_MONTHS_SMALL_GROUP,EXPECTED_REINSURANCE,EXPECTED_RISK_ADJUSTMENT_INDIVIDUAL,EXPECTED_RISK_ADJUSTMENT_SMALL_GROUP,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET),Not-For-Profit:,Premium,Loss1,Loss2,Loss3,Loss4
2798,First Allmerica Financial Life Ins. Co,New York,83538,,,,,,,,,No,,20147.0,,,
2799,BEST Life and Health Insurance Company,Indiana,83557,,,,,,,,,No,,,,,
2800,Humana Insurance Company,Connecticut,83581,,,,,,,,,No,0.0,0.0,,,
2801,"Sierra Health and Life Insurance Company, Inc.",Tennessee,83622,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2802,Union Fidelity Life Insurance Company,Utah,83664,,,,,,,,,No,,,,,
2803,The Prudential Insurance Company of America,North Dakota,83697,,,,,,,,,No,,,,,
2804,"HMO of Northeastern PA, Inc.",Pennsylvania,83731,3552.0,,,,,,,,Yes,340955.0,362816.0,-136.0,,
2805,Celtic Insurance Company,Colorado,83737,6337.0,,0.0,0.0,,,,,No,1441100.0,909039.2562,53454.0,10370.0,0.0
2806,"Managed Health, Inc.",New York,83744,,414.0,,,,N/E,$-,"($162,614.90)",Yes,0.0,0.0,,,
2807,Wilton Reassurance Company,Tennessee,83750,200.0,,,,,,,,No,2085.0,3789.0,,,
2808,"Alliant Health Plans, Inc.",Georgia,83761,68272.0,87967.0,7265449.74,2745962.0,-1464662.0,"$7,265,449.74 ","$2,745,962.25 ","($1,464,662.42)",Yes,39769771.74,37314070.0,6283563.0,204118.0,
2809,State Farm Mutual Automobile Insurance Company,Oregon,83764,1454.0,0.0,0.0,0.0,0.0,,,,No,449821.27,273376.8,0.0,0.0,0.0
2810,Coventry Health & Life Insurance Company,Mississippi,83808,4736.0,2186.0,0.0,-132911.29,16718.65,$0.00 ,"($132,911.30)","$16,718.65 ",No,633915.71,1076537.61,327885.99,17255.76,0.0
2811,Connecticut General Life Insurance Company,New York,83836,3672.0,0.0,0.0,0.0,0.0,,,,No,962327.0,3746576.0,0.0,175.0,145740.0
2812,Wilton Reassurance Company,Connecticut,83846,12.0,,,,,,,,No,12.0,0.0,,,
2813,American National Insurance Company,Arkansas,83857,163.0,,0.0,0.0,,,,,No,80578.10091000001,70808.2242,,,0.0
2814,TransAmerica Premier Life Insurance,Alaska,83901,,,,,,,,,No,0.0,0.0,,,
2815,New York Life Insurance Company,Texas,83915,36.0,,,,,,,,No,-413800.5069,-913242.15,,0.0,0.0
2816,American General Life Insurance Company,California,83977,264.0,,,,,,,,No,5645.0,6531.0,,,
2817,Aetna Life Insurance Company,Georgia,83978,325926.0,270504.0,2623982.14,-500123.69,-3143639.65,"$2,623,982.14 ","($500,123.69)","($3,143,639.65)",No,73800681.65,65252933.38,10713670.77,867573.97,1532.24
2818,Triple-S Salud Inc.,United States Virgin Islands,83991,,28552.0,,,,,,,No,,,,,
2819,United Teachers Associates,Oregon,83997,,,,,,,,,No,0.0,0.0,,,
2820,First Allmerica Financial Life Ins. Co,Texas,84008,,,,,,,,,No,,20990.0,,,
2821,County of Santa Clara,California,84014,15120.0,148.0,440556.0,-318460.0,,"$440,556.13 ","($318,460.38)",$-,Yes,7110437.0,6495642.0,291726.0,,
2822,BEST Life and Health Insurance Company,Illinois,84033,,,,,,,,,No,,,,,
2823,Humana Insurance Company,Maine,84041,,,,,,,,,No,0.0,0.0,,,
2824,Connecticut General Life Insurance Company,Oregon,84139,19.0,0.0,0.0,0.0,0.0,,,,No,8403.0,3002.0,9.0,64.0,0.0
2825,Reliance Standard Life Insurance Company,Florida,84141,,,,,,,,,No,0.0,0.0,,,
2826,American National Life Insurance Company of Texas,Michigan,84206,1166.0,,0.0,0.0,,,,,No,260657.18,268720.41,,,0.0
2827,Aetna Life Insurance Company,Arizona,84251,146265.0,456985.0,3503089.05,-437141.1,-3368034.74,"$3,503,089.05 ","($437,141.10)","($3,375,392.32)",No,40553516.13,32381578.1,5181615.08,462864.81,38.59
2828,Asuris Northwest Health,Oregon,84333,,,,,,,,,Yes,,,,,
2829,The Prudential Insurance Company of America,Louisiana,84391,,,,,,,,,No,,,,,
2830,American General Life Insurance Company,Michigan,84398,0.0,,,,,,,,No,0.0,0.0,,,
2831,MONY Life Insurance Company,New York,84424,228.0,,,,,,,,No,21355.0,-166894.0,,,
2832,American Heritage Life Insurance Company,Minnesota,84439,,,,,,,,,No,0.0,0.0,,,
2833,UnitedHealthcare Insurance Company,American Samoa,84455,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2834,Central United Life Insurance Company,Georgia,84467,,,,,,,,,No,,13483.0,,,
2835,Unimerica Insurance Company,Florida,84475,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2836,American Heritage Life Insurance Company,Alabama,84480,,,,,,,,,No,0.0,0.0,,,
2837,"Molina Healthcare of Washington, Inc.",Washington,84481,17442.0,,1345029.0,3774960.0,,"$1,345,029.79 ","$3,774,960.62 ",$-,No,10829330.42,8800956.0,2318214.0,41300.0,0.0
2838,Liberty National Life Insurance Co,Nevada,84539,,,,,,,,,No,0.0,0.0,,,
2839,American National Life Insurance Company of Texas,Ohio,84541,1133.0,,0.0,0.0,,,,,No,311086.96,276511.14,,,0.0
2840,United States Branch of the Sun Life Assurance Company of Canada,Louisiana,84552,,,,,,,,,No,,,,,
2841,"Madison National Life Insurance Company, Inc.",South Dakota,84554,209.0,49.0,,,,,,,No,50442.0,8230.0,462.0,,
2842,Aetna Life Insurance Company,Kansas,84600,4206.0,3739.0,0.0,0.0,-266018.93,N/E,$-,"($266,018.93)",No,973126.74,433125.62,84170.21,6478.87,0.0
2843,WPS Health Plan Inc,Wisconsin,84670,211549.0,65263.0,20641931.0,6159460.0,-72821.0,"$20,641,930.66 ","$6,159,459.81 ","($72,821.47)",No,108333452.0,108667711.0,15642444.18,1643331.0,0.0
2844,Mid-West National Life Insurance Company of Tennessee,Delaware,84677,4483.0,0.0,0.0,0.0,0.0,,,,No,1152235.0,949393.2259,40770.241160000005,13750.25145,0.0
2845,Mutual of Omaha Insurance Company,Ohio,84752,,,,,,,,,No,,,,,
2846,John Alden Life Insurance Company,Hawaii,84813,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2847,Aetna Health Inc. (a Pennsylvania corporation),Ohio,84867,788.0,150187.0,0.0,0.0,-1613799.56,N/E,$-,"($1,613,799.56)",No,435218.32,892597.89,723821.74,10516.46,0.0
2848,Aetna Life Insurance Company,Massachusetts,84871,45.0,166.0,0.0,0.0,0.0,,,,No,3718.06,4715.13,0.0,0.0,41.38
2849,American National Insurance Company,Pennsylvania,84906,65.0,,0.0,0.0,,,,,No,14038.31395,20764.5056,,,0.0
2850,Trustmark Life Insurance Company,Nebraska,84908,,1033.0,,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2851,The Guardian Life Insurance Company of America,South Carolina,84939,123.0,,,,,,,,No,9457.0,166699.9948,,,
2852,Celtic Insurance Company,Alaska,84982,784.0,,0.0,0.0,,,,,No,277392.0,476282.7648,28898.0,5606.0,0.0
2853,The Guardian Life Insurance Company of America,Maryland,85008,185.0,,,,,,,,No,41844.0,108216.6352,,,
2854,State Farm Mutual Automobile Insurance Company,Illinois,85094,2952.0,0.0,0.0,0.0,0.0,,,,No,1593543.88,1211054.9,0.0,0.0,0.0
2855,The Guardian Life Insurance Company of America,Illinois,85099,60.0,,,,,,,,No,2523.0,311311.4748,,,
2856,Philadelphia American Life Insurance Company,District of Columbia,85128,,,,,,,,,No,,,,,
2857,American National Insurance Company,Oregon,85139,0.0,,0.0,0.0,,,,,No,0.0,0.0,,,0.0
2858,Nationwide Life Insurance Company,California,85176,24.0,,,,,,,,No,1451.0,0.0,,,
2859,Transamerica Life Insurance Company,Minnesota,85192,,,,,,,,,No,,,,,
2860,American Income Life Insurance Co,Utah,85250,,,,,,,,,No,0.0,0.0,,,
2861,"Hometown Health Providers Insurance Company, Inc.",Nevada,85266,6053.0,32964.0,234356.0,248604.0,-318075.0,"$234,356.21 ","$248,604.41 ","($318,074.62)",No,2116218.0,2230101.0,298505.0,5777.0,
2862,Cigna Health and Life Insurance Company,Kentucky,85270,30.0,0.0,0.0,0.0,0.0,,,,No,2395.0,735.0,0.0,0.0,1.0
2863,MDwise,Indiana,85320,269970.0,,17158479.0,18423632.0,,"$17,158,478.60 ","$18,423,632.06 ",$-,Yes,149729597.4,125305182.5,26852395.0,1117372.0,0.0
2864,American Income Life Insurance Co,Washington,85355,,,,,,,,,No,0.0,0.0,,,
2865,"GlobalHealth, Inc.",Oklahoma,85408,21621.0,788.0,2086448.0,508910.0,-15050.0,"$2,086,448.06 ","$508,909.92 ","($15,049.88)",No,12621443.0,12964403.0,1886053.0,68047.0,
2866,American Alternative Insurance Corporation,Nebraska,85421,,1833.0,,,,,,,No,,,,,
2867,Mutual of Omaha Insurance Company,Alabama,85425,,,,,,,,,No,,,,,
2868,United Teachers Associates,Virginia,85439,24.0,,,,,,,,No,0.0,-174.0,,,
2869,TransAmerica Premier Life Insurance,Wyoming,85445,,,,,,,,,No,0.0,0.0,,,
2870,AMERICAN FIDELITY ASSURANCE COMPANY,Michigan,85500,105.0,,,,,,,,No,,,,,
2871,Unimerica Insurance Company,North Dakota,85544,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2872,Globe Life and Accident Insurance Co,South Dakota,85548,,,,,,,,,No,0.0,0.0,,,
2873,Enterprise Life Insurance Company,Louisiana,85570,1459.0,,0.0,0.0,,,,,No,469675.82,144497.0,0.0,0.0,0.0
2874,State Farm Mutual Automobile Insurance Company,California,85589,2444.0,0.0,0.0,0.0,0.0,,,,No,1126478.85,756527.49,0.0,0.0,0.0
2875,Liberty Mutual Insurance Company,Connecticut,85624,,,,,,,,,No,,,,,
2876,"Oxford Health Insurance, Inc.",New York,85629,247763.0,4746318.0,0.0,613387.77,147304492.3,N/E,$-,"$145,248,013.80 ",No,137498647.4,140990494.9,29597810.36,4236396.71,0.0
2877,HealthPartners Insurance Company,Minnesota,85654,253562.0,200964.0,10273000.0,-5217000.0,-821000.0,"$10,273,153.62 ","($5,217,351.16)","($820,791.54)",No,55951000.0,53127000.0,5420000.0,628000.0,
2878,UnitedHealthcare Insurance Company of New York,New Hampshire,85663,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2879,Connecticut General Life Insurance Company,Wyoming,85708,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,-133.0,0.0,0.0,0.0
2880,United Healthcare Life Insurance Company,Connecticut,85732,0.0,0.0,0.0,0.0,0.0,,,,No,-1282.82,0.0,0.0,0.0,0.0
2881,UCare Minnesota,Minnesota,85736,5906.0,,311887.0,927745.0,,"$311,887.29 ","$927,744.90 ",$-,Yes,3267459.07,2734688.0,804803.0,4584.0,
2882,AMERICAN FIDELITY ASSURANCE COMPANY,California,85744,,,,,,,,,No,,,,,
2883,UnitedHealthcare Insurance Company,Oklahoma,85757,5172.0,266759.0,0.0,-282.49,-2256609.64,N/E,$-,"($2,256,892.13)",No,2393993.11,1675496.72,490295.72,33081.81,21.99
2884,American National Insurance Company,Florida,85774,441.0,,0.0,0.0,,,,,No,185983.3644,38195.1241,,,0.0
2885,Trustmark Insurance Company,South Dakota,85785,,,,,,,,,No,,,,,
2886,LifeWise Health Plan of Oregon,Oregon,85804,200231.0,124411.0,8722378.0,2582812.0,550216.0,"$8,722,377.76 ","$2,582,812.50 ","$550,216.10 ",No,66220507.61,58185588.0,5920348.0,719088.0,
2887,Sanford Health Plan,Iowa,85930,,1964.0,,,36341.21,N/E,$-,"$36,341.21 ",Yes,0.0,0.0,,,
2888,All Savers Insurance Company,Texas,85947,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2889,National Foundation Life Insurance Company,North Carolina,85958,8474.0,,0.0,0.0,,,,,No,1458036.0,1039645.0,3164.0,0.0,0.0
2890,United Teachers Associates,Hawaii,85983,12.0,,,,,,,,No,884.0,0.0,,,
2891,John Alden Life Insurance Company,New Jersey,85989,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2892,Unified Life Insurance Company,Oklahoma,85990,0.0,,0.0,0.0,,,,,No,0.0,0.0,0.0,0.0,0.0
2893,Connecticut General Life Insurance Company,Northern Mariana Islands,85994,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2894,"CareFirst BlueChoice, Inc.",District of Columbia,86052,85443.0,411734.0,1900356.26,-1007058.65,-6732251.48,"$1,900,356.26 ","($1,007,058.65)","($6,732,251.48)",No,23537612.58,22846546.22,4928566.47,570845.5896,0.0
2895,Companion Life Insurance Company,Kansas,86067,11499.0,,,,,,,,No,742582.0,307722.0,205506.0,,
2896,American Family Mutual Insurance Company,Iowa,86082,1224.0,,,,,,,,No,387058.0,333530.0,3612.0,,
2897,The Prudential Insurance Company of America,Nebraska,86104,,,,,,,,,No,,,,,
2898,American Heritage Life Insurance Company,United States Virgin Islands,86124,,,,,,,,,No,0.0,0.0,,,
2899,Kanawha Insurance Company ,Tennessee,86134,812.0,,,,,,,,No,52891.0,102348.0,,,
2900,New York Life Insurance Company,Florida,86171,24.0,,,,,,,,No,-154203.3226,178690.38,,0.0,0.0
2901,"Sierra Health and Life Insurance Company, Inc.",Missouri,86178,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2902,Union Fidelity Life Insurance Company,Arizona,86228,,,,,,,,,No,,,,,
2903,The Prudential Insurance Company of America,Puerto Rico,86258,,,,,,,,,No,,,,,
2904,Celtic Insurance Company,Maine,86305,8.0,,0.0,0.0,,,,,No,0.0,0.0,0.0,0.0,0.0
2905,"Sierra Health and Life Insurance Company, Inc.",Colorado,86310,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2906,Liberty National Life Insurance Co,California,86321,,,,,,,,,No,0.0,0.0,,,
2907,Mid-West National Life Insurance Company of Tennessee,California,86364,121190.0,0.0,0.0,0.0,0.0,,,,No,30598890.0,22496869.81,711081.2554,250497.00600000002,5263.91
2908,Sunshine State Health Plan,Florida,86382,3460.0,,0.0,-198355.63,,$0.00 ,"($198,355.63)",$-,No,599864.5301,532646.8603,103665.55,2433.14,0.0
2909,United Teachers Associates,North Carolina,86385,,,,,,,,,No,0.0,0.0,,,
2910,UnitedHealthcare Insurance Company,New York,86393,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,-972.65,0.0,0.0,0.0
2911,TransAmerica Premier Life Insurance,Kansas,86427,,,,,,,,,No,0.0,0.0,,,
2912,"Innovation Health Plan, Inc.",Virginia,86443,264.0,62394.0,0.0,0.0,-2752451.2,N/E,$-,"($2,752,451.20)",No,67119.37,32291.15,3598.13,311.02,0.0
2913,Aetna Life Insurance Company,Vermont,86487,14.0,0.0,0.0,0.0,0.0,,,,No,4021.85,1080.33,1175.83,109.38,0.0
2914,Golden Rule Insurance Company,North Carolina,86508,86159.0,0.0,0.0,0.0,0.0,,,,No,18914202.09,12869398.4,2064795.03,317903.51,477.32
2915,Companion Life Insurance Company,District of Columbia,86532,709.0,,,,,,,,No,17602.0,11185.0,5290.0,,
2916,Time Insurance Company,Connecticut,86542,32592.0,0.0,2907270.0,1253125.0,0.0,"$2,907,270.19 ","$1,253,125.49 ",$-,No,15200905.0,12884801.0,1634917.0,93056.0,-7607.0
2917,"Anthem Health Plans, Inc.",Connecticut,86545,709141.0,882121.0,53879332.07,13893512.0,1456631.0,"$53,879,332.07 ","$13,893,512.78 ","$1,456,630.51 ",No,352361663.1,270068513.8,40269647.11,3193693.883,0.0
2918,Golden Rule Insurance Company,Washington,86557,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2919,Reliance Standard Life Insurance Company,Wisconsin,86572,,,,,,,,,No,0.0,0.0,,,
2920,Aetna Life Insurance Company,Arkansas,86597,786.0,472.0,0.0,0.0,0.0,,,,No,390116.8,203175.97,36440.91,1478.4,0.0
2921,Connecticut General Life Insurance Company,Delaware,86622,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,-1.0,0.0,0.0,0.0
2922,"GOOD HEALTH HMO, INC. d/b/a BLUE CARE, INC.",Missouri,86686,840.0,29216.0,,,,,,,Yes,425952.84,424202.9656,270537.02,19723.4469,0.0
2923,Union Security Insurance Company,North Dakota,86699,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2924,Humana Insurance Company,Maryland,86746,,,,,,,,,No,0.0,0.0,,,
2925,Cigna Health and Life Insurance Company,Arizona,86830,16576.0,1883.0,4060861.0,1978320.0,-24006.0,"$4,060,861.27 ","$1,978,320.29 ","($24,005.57)",No,11056945.18,11070817.0,1216859.0,11869.0,2.0
2926,Wilton Reassurance Company,New Mexico,86854,1245.0,,,,,,,,No,1466.0,0.0,,,
2927,Kanawha Insurance Company ,California,86859,864.0,,,,,,,,No,127377.0,283119.0,,,
2928,"Madison National Life Insurance Company, Inc.",Wyoming,86866,6553.0,8474.0,,,,,,,No,1454681.0,1241543.0,58490.0,,
2929,American Republic Insurance Company,Iowa,86870,,,,,,,,,No,,,,,
2930,Illinois Mutual Life Insurance Company,Wisconsin,86892,,,,,,,,,No,,,,,
2931,United American Insurance Co,Michigan,86913,,,,,,,,,No,0.0,0.0,,,
2932,Connecticut General Life Insurance Company,Texas,86924,339461.0,292.0,0.0,0.0,0.0,,,,No,75191579.0,56856438.0,10129667.0,1288599.0,21543.0
2933,United Healthcare Life Insurance Company,Montana,87061,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2934,American National Life Insurance Company of Texas,West Virginia,87124,455.0,,0.0,0.0,,,,,No,91905.97,50597.46,,,0.0
2935,Celtic Insurance Company,Iowa,87194,377.0,,0.0,-1222.36,,$0.00 ,"($1,222.36)",$-,No,83298.64,138347.0115,3038.0,589.0,0.0
2936,American Income Life Insurance Co,Missouri,87213,,,,,,,,,No,0.0,0.0,,,
2937,Superior Health Plan,Texas,87226,14103.0,,280267.01,-933830.98,,"$280,267.01 ","($933,830.98)",$-,No,3562838.985,2962415.3660000004,741716.76,15074.18,0.0
2938,Wilton Reassurance Company,Arkansas,87244,860.0,,,,,,,,No,1164.0,0.0,,,
2939,Globe Life and Accident Insurance Co,Ohio,87246,,,,,,,,,No,0.0,0.0,,,
2940,Symetra Life Insurance Company,Minnesota,87260,,,,,,,,,No,,,,,
2941,"Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield",Colorado,87269,751693.0,722035.0,0.0,0.0,2272512.0,N/E,$-,"$2,272,512.47 ",No,209852947.5,158902637.2,19790719.19,2230721.529,0.0
2942,National Foundation Life Insurance Company,Michigan,87318,60.0,,0.0,0.0,,,,,No,34811.0,788.0,0.0,0.0,0.0
2943,AMERICAN FIDELITY ASSURANCE COMPANY,District of Columbia,87346,,,,,,,,,No,,,,,
2944,Cigna Health and Life Insurance Company,Connecticut,87354,7558.0,5600.0,1443524.0,-45977.0,0.0,"$1,443,523.59 ","($45,977.45)",$-,No,4421714.0,4941316.0,514792.0,-10583.0,64359.0
2945,The Guardian Life Insurance Company of America,Louisiana,87390,273.0,,,,,,,,No,10107.0,8368.1996,,,
2946,The United States Life Ins. Co. in the City of New York,New York,87414,842480.0,,,,,,,,No,12220993.67,11983540.0,0.0,0.0,0.0
2947,Common Ground Healthcare Cooperative,Wisconsin,87416,241900.0,7958.0,37246349.0,-21936045.0,-1311260.0,"$37,246,349.07 ","($21,936,044.54)","($1,311,259.94)",Yes,117170918.0,157754750.0,21120950.0,800864.0,
2948,United American Insurance Co,Wyoming,87430,,,,,,,,,No,0.0,0.0,,,
2949,Wilton Reassurance Company,Puerto Rico,87432,60.0,,,,,,,,No,46.0,0.0,,,
2950,Philadelphia American Life Insurance Company,Texas,87445,213.0,,,,,,,,No,58366.0,12177.0,,,
2951,John Alden Life Insurance Company,Nevada,87446,1849.0,8074.0,0.0,0.0,-153096.0,N/E,$-,"($153,107.91)",No,699059.0,265966.0,26322.0,5896.0,-705.0
2952,Celtic Insurance Company,Rhode Island,87494,0.0,,0.0,0.0,,,,,No,228.0,0.0,0.0,0.0,0.0
2953,American Republic Insurance Company,Florida,87527,,,,,,,,,No,,,,,
2954,"Madison National Life Insurance Company, Inc.",Alabama,87535,0.0,,,,,,,,No,0.0,0.0,,,
2955,American Income Life Insurance Co,Montana,87561,,,,,,,,,No,0.0,0.0,,,
2956,"Health Care Service Corporation, a Mutual Legal Reserve Company",Oklahoma,87571,1530042.0,1415200.0,58988045.78,-912836.76,5538080.47,"$58,988,045.78 ","($912,836.76)","$5,538,080.47 ",Yes,482999597.2,447090987.7,84512787.0,8076421.0,
2957,New York Life Insurance Company,Virginia,87585,60.0,,,,,,,,No,-32143.625160000003,84974.51,,0.0,0.0
2958,Globe Life and Accident Insurance Co,California,87645,,,,,,,,,No,0.0,0.0,,,
2959,Time Insurance Company,North Carolina,87696,93145.0,2287.0,2823900.0,12960.0,-109749.0,"$2,823,899.85 ","$12,959.79 ","($109,748.65)",No,24426489.0,21448918.0,2962694.0,200166.0,-2020.0
2960,CommunityCare Life & Health Insurance Company,Oklahoma,87698,2310.0,66286.0,,,-437674.0,N/E,$-,"($437,673.74)",No,590467.0,432452.0,125482.0,4384.0,
2961,"Humana Benefit Plan of Illinois, Inc.",Illinois,87715,,,,,,,,,No,0.0,0.0,,,
2962,Regence BlueShield,Washington,87718,634134.0,508653.0,58586000.0,32594721.0,15618187.0,"$58,586,000.12 ","$32,511,257.78 ","$15,701,650.08 ",Yes,310730445.0,230474233.0,25920141.0,3899234.0,0.0
2963,Liberty Mutual Insurance Company,Maine,87736,,,,,,,,,No,,,,,
2964,The Prudential Insurance Company of America,Delaware,87739,,,,,,,,,No,,,,,
2965,Kanawha Insurance Company ,New Jersey,87740,671.0,,,,,,,,No,36507.0,80451.0,,,
2966,Thrivent Financial for Lutherans,South Dakota,87743,,,,,,,,,No,,,,,
2967,PacifiCare Life and Health Insurance Co,Missouri,87752,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2968,The United States Life Ins. Co. in the City of New York,Maine,87756,2327.0,,,,,,,,No,85357.0,47450.0,0.0,0.0,0.0
2969,PacifiCare Life and Health Insurance Co,Wisconsin,87759,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2970,Liberty National Life Insurance Co,New Mexico,87809,,,,,,,,,No,0.0,0.0,,,
2971,Life of America,Georgia,87844,37.0,,,,,,,,No,24702.0,6631.0,,,
2972,Celtic Insurance Company,District of Columbia,87881,191.0,,0.0,0.0,,,,,No,29575.0,6208.11332,2224.0,431.0,0.0
2973,Southwest Life & Health Insurance Co.,New Mexico,87915,,3.0,,,,,,,No,0.0,0.0,,,
2974,Unimerica Insurance Company,Utah,87925,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2975,AMERICAN FIDELITY ASSURANCE COMPANY,Idaho,87941,,,,,,,,,No,,,,,
2976,Liberty Mutual Insurance Company,Tennessee,87951,,,,,,,,,No,,,,,
2977,New Era Life Insurance Company of the MidWest,Missouri,87955,29.0,,,,,,,,No,13117.0,4599.0,,,
2978,Reserve National Insurance Company,Arizona,87968,,,,,,,,,No,0.0,0.0,,,
2979,Aetna Life Insurance Company,North Dakota,87988,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2980,John Alden Life Insurance Company,California,87997,729.0,0.0,0.0,0.0,0.0,,,,No,286102.0,109139.0,33098.0,1860.0,0.0
2981,Group Health Incorporated,New York,88000,8884.0,52351.0,259152.62,-1025.08,11794.91,"$259,152.62 ","($1,025.08)","$11,794.91 ",Yes,2746571.8260000004,2995411.76,387215.04,1286.16,897165.39
2982,Thrivent Financial for Lutherans,North Carolina,88036,,,,,,,,,No,,,,,
2983,United Teachers Associates,Montana,88054,,,,,,,,,No,0.0,0.0,,,
2984,PreferredOne Insurance Company,Minnesota,88102,880297.0,192143.0,51337472.0,5422835.0,-1029344.0,"$51,337,471.78 ","$5,422,835.32 ","($1,029,344.47)",No,301425431.0,293227598.0,43164937.0,2519712.0,
2985,Illinois Mutual Life Insurance Company,Florida,88141,,,,,,,,,No,,,,,
2986,Life of America,Colorado,88186,135.0,,,,,,,,No,12753.0,38201.0,,,
2987,American National Insurance Company,Tennessee,88197,295.0,,0.0,0.0,,,,,No,134400.8412,140624.411,,,0.0
2988,Independence American Insurance Company,South Carolina,88204,593.0,,,,,,,,No,164660.0,140819.0,1080.0,,
2989,Trustmark Insurance Company,Utah,88223,,,,,,,,,No,,,,,
2990,American Income Life Insurance Co,Kansas,88233,,,,,,,,,No,0.0,0.0,,,
2991,"Dean Health Plan, Inc",Wisconsin,88245,464303.0,266289.0,,,,,,,No,115893708.0,117577730.0,15561212.0,1744491.0,
2992,"Sierra Health and Life Insurance Company, Inc.",Minnesota,88265,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2993,Standard Security Life Insurance Company of New York,Wyoming,88269,608.0,2495.0,,,,,,,No,139290.0,26524.0,1447.0,,
2994,American National Life Insurance Company of Texas,Tennessee,88291,653.0,,0.0,0.0,,,,,No,365969.83,395353.73,,,0.0
2995,United American Insurance Co,Massachusetts,88299,,,,,,,,,No,0.0,0.0,,,
2996,"Sierra Health and Life Insurance Company, Inc.",Idaho,88358,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2997,American Republic Insurance Company,New Jersey,88372,,,,,,,,,No,,,,,
2998,"HealthKeepers, Inc.",Virginia,88380,891623.0,693806.0,53997035.62,-11644623.0,899570.0,"$53,997,035.62 ","($11,644,622.19)","$899,569.67 ",No,338389249.1,297778427.2,43410225.3,2847585.67,0.0
2999,Standard Security Life Insurance Company of New York,Georgia,88383,819.0,724.0,,,,,,,No,183750.0,164473.0,7531.0,,
3000,Wilton Reassurance Company,Iowa,88423,86.0,,,,,,,,No,104.0,0.0,,,
3001,Humana Insurance Company,Delaware,88426,,,,,,,,,No,0.0,0.0,,,
3002,United Teachers Associates,Maryland,88459,158.0,,,,,,,,No,6561.0,-4487.0,,,
3003,Liberty National Life Insurance Co,Nebraska,88517,,,,,,,,,No,0.0,0.0,,,
3004,Health Insurance Plan of Greater New York,New York,88582,328572.0,234100.0,24545388.0,-3967655.98,-29042193.77,"$24,545,381.34 ","($3,859,201.90)","($29,376,578.45)",Yes,146103602.0,122147053.1,29895576.77,1559326.894,4756109.71
3005,The United States Life Ins. Co. in the City of New York,District of Columbia,88596,2590.0,,,,,,,,No,118373.0,76491.0,0.0,0.0,0.0
3006,American Income Life Insurance Co,Puerto Rico,88635,,,,,,,,,No,0.0,0.0,,,
3007,UnitedHealthcare Insurance Company,Iowa,88678,510.0,123325.0,0.0,0.0,111696.09,N/E,$-,"$111,696.10 ",No,251261.29,77075.44,13418.95,4476.09,0.36
3008,Nippon Life Insurance Company of America,New York,88713,,34863.0,,,,,,,No,,,,,
3009,National Guardian Life Insurance Company,Wisconsin,88715,,,,,,,,,No,,,,,
