,Unnamed: 0_x,CompanyName:_x,BusinessintheStateof:_x,HIOSIssuerID:,MEMBER_MONTHS_INDIVIDUAL:_x,MEMBER_MONTHS_SMALL_GROUP_x,EXPECTED_REINSURANCE_x,EXPECTED_RISK_ADJUSTMENT_INDIVIDUAL_x,EXPECTED_RISK_ADJUSTMENT_SMALL_GROUP_x,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_x,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_x",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_x,Not-For-Profit:_x,Premium_x,Loss1_x,Loss2_x,Loss3_x,Loss4_x,TotalProfitPMM,CompanyName:_y,BusinessintheStateof:_y,MEMBER_MONTHS_INDIVIDUAL:_y,MEMBER_MONTHS_SMALL_GROUP_y,EXPECTED_REINSURANCE_y,EXPECTED_RISK_ADJUSTMENT_INDIVIDUAL_y,EXPECTED_RISK_ADJUSTMENT_SMALL_GROUP_y,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_y,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_y",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_y,Not-For-Profit:_y,Premium_y,Loss1_y,Loss2_y,Loss3_y,Loss4_y,DifferenceInIRAPMM
1625,1889,"HMO Colorado, Inc., dba HMO Nevada",Nevada,60156,72009,6337,4285648.84,-4049115,-140896,"$4,285,648.85 ","($4,049,114.37)","($140,898.78)",No,24325096.19,18526521.51,3078091.86,200559.382,0,34.99456232,"HMO Colorado, Inc., dba HMO Nevada",Nevada,163550,2284,5081257.08,-8860894.35,-27406,"$5,077,744.17 ","($8,860,894.35)","($27,406.00)",No,48712401.75,39126115.86,4713744.39,459416.44,0,-2.052175371
556,646,All Savers Insurance Company,Mississippi,26781,81,42832,0,-168.09,-50383.64,,,"($50,551.73)",No,21337,36210.92,9834.77,0.6,0,-305.052963,All Savers Insurance Company,Mississippi,67,39946,0,0,-27052.78,,,"($27,052.78)",No,20331.88,69522.74,41634.32,1479.34,0,-2.075185185
1854,2164,"Vantage Health Plan, Inc.",Louisiana,67243,80242,14426,5014154,-416149,-195880,"$5,014,154.17 ","($416,149.30)","($195,880.47)",No,37912456,29302045.98,6613665,240802,,21.8830914,"Vantage Health Plan, Inc.",Louisiana,84352,15385,2856815,-261975,-33097,"$2,858,301.90 ","($261,974.85)","($33,096.77)",No,38288807,35727199.9,8141871.68,499948,,-2.080438833
1048,1221,Golden Rule Insurance Company,Virginia,41892,205957,0,0,0,0,,,,No,41087909.23,31908576.56,4761208.37,596593.2,0,18.55499497,Golden Rule Insurance Company,Virginia,124118,0,127898.13,263834.56,0,"$127,964.70 ","$263,834.56 ",,No,29128885.74,20729126.35,3104042.43,433418.48,0.48,-2.125675245
2088,2432,"Moda Health Plan, Inc.",Alaska,73836,78624,17725,13102419,-4806964,24371,"$13,102,419.34 ","($4,806,964.11)","$24,371.00 ",No,43117872,46525522,2726829,23498,,-78.32184829,"Moda Health Plan, Inc.",Alaska,159592,26851,26291860,-9415111,-683234,"$26,305,543.39 ","($9,415,111.19)","($683,234.43)",No,137958026.4,146808709,10066655,315487,,-2.143753818
1876,2189,UnitedHealthcare Insurance Company,Colorado,67879,27168,648310,0,-2066.1,3696892.88,,,"$3,694,826.77 ",No,13520979.47,14539004.6,3214736.14,301687.74,69.88,-166.906614,UnitedHealthcare Insurance Company,Colorado,19084,553156,0,45418.85,933904.89,,,"$979,323.74 ",No,9660807.62,8685449.61,2400253.61,299705.23,11.92,-2.45599296
1957,2282,California Physicians Service,California,70285,5746687,1599976,363050265,135212708,13755875,"$363,050,264.53 ","$135,212,707.60 ","$13,755,875.29 ",Yes,2493565785,1938962494,279335694,15029446,,45.28490085,California Physicians Service,California,6984408,2367193,282181733,181516599,19826490,"$282,147,399.11 ","$181,516,598.98 ","$19,822,043.90 ",Yes,3122269096,2638243806,449584428,30473177,,-2.460020727
1806,2111,Humana Insurance Company,Arizona,66105,180110,70211,1328793.1,1164384.91,27209.69,"$1,328,793.10 ","$1,164,384.91 ","$27,209.69 ",No,34439060.49,27091713.83,4172626.88,292486.35,1044,15.9968321,Humana Insurance Company,Arizona,54591,53171,1777515.02,487584.04,825281.63,"$1,778,440.10 ","$689,053.89 ","$900,266.16 ",No,18063945.06,12122248.97,3812544.2,279604.44,68.38,-2.46672855
806,935,BridgeSpan Health Company,Utah,34541,27049,,1994102,-938474,,"$1,994,102.22 ","($938,474.23)",,No,9231395,11549848,1482007,10162,,-140.8784798,BridgeSpan Health Company,Utah,91739,,3260858,-2946128,,"$3,262,555.12 ","($2,946,127.55)",,No,21351044,33499438,3163132,233570,0,-2.581093567
2654,3060,UnitedHealthcare Insurance Company,Rhode Island,90117,9037,145710,0,-5364.58,-1735059.64,,,"($1,740,424.21)",No,3644522.58,4467752.79,475608.84,100041.56,0,-154.7948003,UnitedHealthcare Insurance Company,Rhode Island,6049,88977,0,12759.56,-1267922.87,,,"($1,255,163.31)",No,2896873.69,3251346.46,543420.44,97215.6,0,-2.702990828
810,941,BLUE CROSS AND BLUE SHIELD OF KANSAS CITY,Missouri,34762,630607,442946,25923279.05,18053572.29,2682326.2,"$25,923,279.05 ","$18,053,572.29 ","$2,682,326.20 ",Yes,204126165.1,191337992.4,39681228.31,1741847.945,0,-45.40847716,BLUE CROSS AND BLUE SHIELD OF KANSAS CITY,Missouri,659275,349948,22853856.76,20705929.36,-325653.6,"$22,865,750.61 ","$20,705,929.36 ","($325,653.60)",Yes,240797067.6,232319618.5,48501995.09,2755432.946,0,-2.778240235
1113,1296,UnitedHealthcare Insurance Company,Florida,43839,60049,1461398,0,-6434.88,3851247.76,,,"$3,844,812.86 ",No,34632832.39,42186280.01,12171434.65,1240656.62,54558.07,-350.0490759,UnitedHealthcare Insurance Company,Florida,38845,1280849,0,115458.85,3936085.34,,,"$4,051,544.19 ",No,21730766.92,17434902.57,5581374.66,634438.98,17980.56,-3.079456791
358,415,Optima Health Plan,Virginia,20507,199052,546331,14833381,19660297,1872934,"$14,833,380.88 ","$19,660,297.48 ","$1,872,934.03 ",Yes,104997620,103007596,29922298,109045,0,-140.8743394,Optima Health Plan,Virginia,412840,389074,17767827.9,42170520.55,6375531.18,"$17,769,218.56 ","$42,170,520.55 ","$6,375,531.18 ",Yes,212146137.5,216307264.6,61611864,1255649,,-3.377717617
1692,1966,Celtic Insurance Company,Arkansas,62141,343956,,6888210.15,-8621410.48,,"$6,888,210.15 ","($8,621,410.48)",,No,122437353.7,125826699.3,19137706.72,0,0,-65.49399435,Celtic Insurance Company,Arkansas,511698,,8194603.78,-10893205.76,,"$8,196,167.49 ","($10,893,205.76)",,No,175956945.1,191626223.4,31148932.36,1318477.188,,-3.777096513
601,696,"CareFirst BlueChoice, Inc.",Maryland,28137,1045638,1947671,33674052.57,-12598519.03,-3506432.28,"$33,674,052.57 ","($12,598,519.03)","($4,834,145.80)",No,303747088,273475415,28053999.29,2032753.215,0,0.17684944,"CareFirst BlueChoice, Inc.",Maryland,1994245,1797148,59853999.66,-16434375.81,6517476.14,"$59,885,149.52 ","($16,434,375.57)","$6,517,475.95 ",No,585603827.6,550886744.5,147564630.3,28908372.73,26938951.17,-3.80774196
1037,1207,"Coventry Health Care of the Carolinas, Inc.",South Carolina,41614,306629,106103,18857060.88,-3828066.52,-68109.07,"$18,857,060.88 ","($3,828,066.52)","($68,109.07)",No,107513913.6,96820132.31,13113189.53,827288.39,0,-10.58835475,"Coventry Health Care of the Carolinas, Inc.",South Carolina,377602,70456,16565300.38,-3234564.95,577520.93,"$16,573,921.48 ","($3,234,564.95)","$577,520.93 ",No,131543616.4,132898521.8,18001371.02,1101001.59,0,-3.918289581
1509,1755,UnitedHealthcare Insurance Company,Ohio,56726,5787,552184,0,-10553.98,2241950.76,,,"$2,231,396.77 ",No,3009926.8,2752242.21,759005.15,15015.86,75.29,-89.2365146,UnitedHealthcare Insurance Company,Ohio,4768,402846,0,10083.12,1765119.28,,,"$1,775,202.40 ",No,2315207,2296010.41,347542.85,32192.23,16.4,-3.938487738
1212,1408,Humana Insurance Company,Utah,46958,418934,89646,4158821.94,2574546.01,-1107146.32,"$4,158,821.94 ","$2,574,546.01 ","($1,107,146.32)",No,52117891.2,46358514.91,4037527.03,442359.05,1485,3.050612292,Humana Insurance Company,Utah,304972,59382,4092813.25,3098070.71,-414144.63,"$4,094,943.28 ","$3,170,521.45 ","($414,144.63)",No,43282001.13,47593149.03,5017649.13,669208.07,5975.34,-4.013072234
1847,2156,"Health Net of California, Inc",California,67138,2002237,2156540,48731305,-100186994,-3718210,"$48,731,305.15 ","($100,186,993.89)","($3,718,209.96)",No,601287629,476139478,45147343,3620752,,38.14736018,"Health Net of California, Inc",California,2736915,1788573,41878401.12,-125635856,-9524829,"$41,900,195.93 ","($125,635,855.94)","($9,525,637.47)",No,812236118.1,681419303,101136271.9,12248671.88,,-4.13334374
2200,2554,Neighborhood Health Plan of Rhode Island,Rhode Island,77514,11408,409,22152.3,-570729.75,-28800.7,"$22,152.30 ","($570,729.75)","($28,800.70)",Yes,2776472.357,1975782.139,476856.46,11077.08,,27.41555733,Neighborhood Health Plan of Rhode Island,Rhode Island,187810,3128,1434546.04,-8608201.54,-343863.12,"$1,435,292.63 ","($8,608,201.54)","($343,863.12)",Yes,45549683.78,25640382,,,,-4.19427686
931,1075,LifeWise Health Plan of Washington,Washington,38498,974829,6302,37535881.13,-32176872,,"$37,535,881.13 ","($32,176,872.96)",,Yes,324123443.1,231934471,22615992,1914585,,69.40539838,LifeWise Health Plan of Washington,Washington,777909,4679,23266684,-22413845,,"$23,278,792.62 ","($22,413,845.18)",,Yes,265186557,220628830,32395581,4394764,,-4.194769485
757,876,Highmark BCBSD Inc.,Delaware,33199,256784,338924,17745846,727926,-438028,,,,Yes,119119148,106696466,20949761,1976606,,-40.90474874,Highmark BCBSD Inc.,Delaware,380335,258931,20873452,2779949,2329735,,,,Yes,172374658,180951198,37124828,3628471,,-4.474432191
853,989,"Health Care Service Corporation, a Mutual Legal Reserve Company",Illinois,36096,5537415,4156218,277754457.9,-10823647.68,4303605.47,"$277,754,457.89 ","($10,823,647.68)","$4,303,605.47 ",Yes,2064463703,1902696433,316370507,31209073,,-33.55578551,"Health Care Service Corporation, a Mutual Legal Reserve Company",Illinois,6478135,4030984,283480714,17399841,8947232,"$283,514,429.00 ","$23,056,950.67 ","$10,877,027.26 ",Yes,2379871457,2620797653,532575698,58597034,0,-4.640572748
1211,1407,Blue Cross and Blue Shield of Alabama,Alabama,46944,2190059,3172685,97314735,993113,1551403,"$97,314,734.65 ","$993,113.39 ","$1,551,403.36 ",Yes,728568019,695885393,143057506,5544544,,-52.92981787,Blue Cross and Blue Shield of Alabama,Alabama,2535110,2748598,96795298,13434647,1891994,"$96,845,673.52 ","$13,434,646.95 ","$1,891,994.10 ",Yes,913590786,1033752425,266298365,16886120,,-4.845969516
1097,1276,United Healthcare Life Insurance Company,Utah,43129,7350,0,42356.49,43110.38,0,"$42,356.49 ","$43,110.39 ",,No,1619761.44,1057078.33,99682.28,29079.89,0,59.03686259,United Healthcare Life Insurance Company,Utah,4244,0,119109.57,46629.09,0,"$119,171.57 ","$47,918.32 ",,No,1595762.63,2386267.14,322052.9,99848.37,0,-5.121703911
761,883,"Health Care Service Corporation, a Mutual Legal Reserve Company",Texas,33602,9694097,8623746,549029026.7,-17907614.72,16170226.21,"$549,029,026.67 ","($17,907,614.72)","$16,110,806.25 ",Yes,3483847028,3198174148,534190753.1,55442954.49,,-31.35524924,"Health Care Service Corporation, a Mutual Legal Reserve Company",Texas,11485974,8594675,636679179,38571557.86,11386899.21,"$636,984,705.00 ","$38,571,557.86 ","$11,386,899.21 ",Yes,4359638247,4792483100,1003070718,126575166.9,0,-5.205414294
408,472,Regence BlueCross BlueShield of Utah,Utah,22013,405320,512345,4866765,524048,1370534,"$4,866,764.79 ","$524,047.97 ","$1,299,608.61 ",Yes,58794194,51268997,5467000,832667,0,3.023610974,Regence BlueCross BlueShield of Utah,Utah,234400,429542,4737947,1591756,-1352263,"$4,740,413.21 ","$1,629,776.02 ","($1,352,263.41)",Yes,60351014,56735020,6449462,1158427,0,-5.497843809
2107,2452,"Humana Health Plan, Inc.",Colorado,74320,205949,173854,8822154.98,4731745.94,-2841602.51,"$8,822,154.98 ","$4,731,745.94 ","($2,841,602.51)",No,64280798.87,55236205.29,7178201.405,263649.35,889,7.777915042,"Humana Health Plan, Inc.",Colorado,138751,215339,7610460.53,3955632.49,3161909.83,"$7,614,421.26 ","$6,064,407.53 ","$3,278,864.95 ",No,53473085.61,49664673.44,10703101.6,977417.1,743.63,-5.53352897
507,593,"New York State Catholic Health Plan, Inc.",New York,25303,482840,,13745380.71,-37492161.78,,"$13,745,380.71 ","($37,511,467.39)",,Yes,139613487,111950287.6,22880640.71,868831,0,8.105640978,"New York State Catholic Health Plan, Inc.",New York,786748,,13855317.65,-56621556.4,,"$13,867,355.91 ","($56,655,138.64)",,Yes,235660009.4,199535627.3,48165480,5486790,,-5.6801318
1386,1614,"Summa Insurance Company, Inc.",Ohio,52664,71873,419640,4527308,-360679,1182290,"$4,527,307.52 ","($360,679.09)","$1,182,289.72 ",No,27940530,22986321,2894209,51973,,27.93854438,"Summa Insurance Company, Inc.",Ohio,53021,375458,2386505,35682,2820323,"$2,387,747.27 ","$35,681.99 ","$2,820,322.62 ",No,22681690,20052655,3174283,94429,,-5.691260879
2924,3388,Time Insurance Company,Delaware,97889,6861,2760,512545,53221,-4710,"$512,544.50 ","$53,220.61 ","($4,709.65)",No,2180083,1673209,188047,10535,-7147,45.97565952,Time Insurance Company,Delaware,2948,43,101849,40682,-10832,"$101,901.86 ","$40,682.47 ","($10,832.08)",No,1151172,772875,132206,14784,-1366,-6.042831812
766,888,Maine Community Health Options,Maine,33653,376936,13093,35448310,-926812,97813,"$35,448,310.19 ","($926,811.51)","$97,813.31 ",Yes,198549827.5,173234740,17385340,1769719,,16.34237245,Maine Community Health Options,Maine,688724,48898,40993507.36,2738773.24,-3768993.96,"$40,987,289.61 ","$2,738,773.24 ","($3,768,993.96)",Yes,335086660.6,339462243.3,43356496,10776370,,-6.435395068
2007,2341,Freelancers Health Service Corporation,New York,71644,827785,516143,58217806.98,-28181608.63,-51624477.43,"$58,217,806.98 ","($28,222,332.50)","($52,013,211.07)",No,392633838.4,380720596.2,53735310.85,3077489.785,44860893,-108.4344986,Freelancers Health Service Corporation,New York,1358859,681644,51736710,-37496765,-153842015.4,"$51,763,635.04 ","($37,496,765.22)","($153,842,015.39)",No,623359365.9,597117146,101912125.7,7037253.456,,-6.450297755
713,829,Medica Insurance Company,Minnesota,31616,271330,551537,8295441.04,-11637872.8,-4213354.17,"$8,295,441.04 ","($11,637,872.80)","($4,213,354.17)",No,58737633.19,48327689.36,,,,38.36635768,Medica Insurance Company,Minnesota,138388,192529,4412954,-5042829,9261068,"$4,415,250.76 ","($5,042,829.16)","$9,261,067.53 ",No,36166902.05,35785272.13,,,,-6.452164782
2754,3178,Local Initiative Health Authority for Los Angeles County,California,92815,240012,,347124,-31742828,,"$347,123.67 ","($31,742,828.09)",,Yes,66111108,47084780,2817750,53558,,67.30921787,Local Initiative Health Authority for Los Angeles County,California,187043,,175488,-23491265,,"$173,346.94 ","($23,491,264.75)",,Yes,34420548.1,33021025.18,4436716.49,252127,,-6.662312248
2217,2573,Regence BlueCross BlueShield of Oregon,Oregon,77969,368323,374065,10846173,4085225,6538505,"$10,846,173.39 ","$4,080,269.20 ","$6,543,460.93 ",Yes,90549986,79709375,9546356,1515946,1323494,-4.195190091,Regence BlueCross BlueShield of Oregon,Oregon,281509,290080,5231310,5012243,5582808,"$5,234,032.69 ","$5,024,567.08 ","$5,570,483.58 ",Yes,73068454,68324502,10239289,1099417,,-6.713492339
61,67,Blue Cross and Blue Shield of North Carolina,North Carolina,11512,6260187,2352381,263678346,21858789,9263138,"$263,657,626.53 ","$21,858,789.45 ","$9,263,138.01 ",Yes,2379709754,2231132906,115268735,12624514,,3.3039906,Blue Cross and Blue Shield of North Carolina,North Carolina,6595736,1960188,222501830,67566338,15759734,"$222,234,005.55 ","$67,566,338.19 ","$15,759,733.78 ",Yes,2735621865,2480964788,473911815,64894886,,-6.752227123
2617,3020,Time Insurance Company,Michigan,89029,130130,56167,2196259,688700,-60598,"$2,196,259.12 ","$688,700.17 ","($60,605.89)",No,30467820,24230833,1847723,164083,-110679,33.31944978,Time Insurance Company,Michigan,105644,49242,2391736,1283796,-129272,"$2,392,980.67 ","$1,364,106.91 ","($129,271.65)",No,30687499,24852227,3115238,444836,-85796,-6.85969581
1144,1329,"Regence BlueShield of Idaho, Inc.",Idaho,44648,359158,308078,282450,371606,1180534,"$282,450.45 ","$371,605.98 ","$1,175,263.46 ",Yes,42799788,31134872,2222512,588484,0,24.65188023,"Regence BlueShield of Idaho, Inc.",Idaho,126390,272370,643504,1002954,-831184,"$643,839.26 ","$1,002,953.94 ","($831,183.51)",Yes,33062835,20804518,2146939,340860,0,-6.900731617
2596,2998,"HealthKeepers, Inc.",Virginia,88380,891623,693806,53997035.62,-11644623,899570,"$53,997,035.62 ","($11,644,622.19)","$899,569.67 ",No,338389249.1,297778427.2,43410225.3,2847585.67,0,-6.333382012,"HealthKeepers, Inc.",Virginia,2282806,598828,77192433.74,-13597420.4,-2356689.22,"$77,211,953.05 ","($13,597,420.40)","($2,356,689.22)",No,807003043.5,688877488.6,127549532.1,12733441.99,0,-7.103579592
804,932,"Health New England, Inc",Massachusetts,34484,26658,252869,774704,-289729,-2340339,"$774,704.21 ",,,Yes,10877393,10507054,2143554,111130.6042,,-70.68593309,"Health New England, Inc",Massachusetts,54482,239883,1632422,-203971,-898073,"$1,633,271.41 ",,,Yes,26661349,25529506,5279460,221216.0962,,-7.124546072
2387,2766,"North Shore-LIJ CareConnect Insurance Company, Inc.",New York,82483,91082,12221,5663264.35,439554.67,-726004.14,"$5,663,264.35 ","$434,621.91 ","($735,698.81)",No,47530087.55,42091418,7713030,-274841,,-21.95295942,"North Shore-LIJ CareConnect Insurance Company, Inc.",New York,189964,114883,8733138,2282312,-13302064,"$8,737,682.64 ","$2,282,312.43 ","($13,302,063.81)",No,87562423,82818832,18111473,1636573,,-7.188522377
2026,2360,"Wellmark, Inc.",Iowa,72160,1679290,960142,13566798,4605848,3535404,"$13,566,797.89 ","$4,605,847.67 ","$3,535,403.52 ",No,486299798,429710822,52276108,3776089,,0.319646398,"Wellmark, Inc.",Iowa,1505991,1180164,15290589,15005600,1507980,"$15,298,546.80 ","$16,573,829.24 ","$3,724,624.74 ",No,496345248,470969260,41843638,5634283,0,-7.221202045
1284,1493,"BCBSM, INC. ",Minnesota,49316,1830768,1267529,109644844,7616924,11759377,"$109,644,843.69 ","$7,616,924.44 ","$11,759,377.10 ",Yes,664770509,673696651,98971026,7546876,,-63.05771348,"BCBSM, INC. ",Minnesota,2462520,1392389,125694015,29086946,15764246,"$125,759,129.37 ","$29,086,945.86 ","$15,764,245.94 ",Yes,1103070083,1073087950,179917210,20217265,,-7.65135433
301,348,"Coventry Healthcare of Iowa, Inc",Iowa,18973,363736,73989,13395052.4,-9236606.28,-142786.85,"$13,395,052.40 ","($9,236,606.28)","($142,786.86)",No,102730494.3,115208838,12157329.77,745106.72,0,-69.77802634,Aetna Health of Iowa Inc.,Iowa,616196,44953,23491160.98,-10780079.06,185957.75,"$23,503,386.50 ","($10,780,079.07)","$459,305.01 ",No,214309276.8,218553382.6,26311391.94,1585396.16,0,-7.899147501
1968,2295,United Healthcare Life Insurance Company,Texas,70619,23287,0,2549577.18,767008.61,0,"$2,549,577.18 ","$767,008.61 ",,No,13037900.63,13214239.54,1014106.19,176584.56,10.69,-58.70401297,United Healthcare Life Insurance Company,Texas,145701,0,11900279.69,5956388.28,0,"$11,906,450.88 ","$5,956,388.28 ",,No,70116835.55,95892226.31,11543567.08,2347188.19,0.01,-7.943700404
1462,1701,Time Insurance Company,North Dakota,55105,35604,6332,376302,-409032,-78453,"$376,302.04 ","($409,032.49)","($78,452.51)",No,10430128,7578242,759889,51835,0,57.30148298,Time Insurance Company,North Dakota,46779,1307,1948237,-162737,155952,"$1,949,251.42 ","($162,737.22)","$155,951.59 ",No,21061389,15054750,1072025,134499,0,-8.009524747
2106,2451,Paramount Insurance Company,Ohio,74313,15159,123962,1327983.05,-389493.94,-528876.15,"$1,327,983.05 ","($389,493.94)","($528,876.15)",No,7132526.11,6711129,,,,27.79847681,Paramount Insurance Company,Ohio,33167,119621,1271902.17,-580499.95,-264272.01,"$1,272,564.12 ","($580,499.95)","($264,272.01)",No,12827213,11503977,,,,-8.191572097
2147,2494,"Geisinger Quality Options, Inc.",Pennsylvania,75729,136674,412989,2772466.89,490533.38,-2827499,"$2,772,466.89 ","$490,533.38 ","($2,827,499.00)",No,41959494.32,37581147.08,4290524.93,416459.9533,,-2.404536659,"Geisinger Quality Options, Inc.",Pennsylvania,96868,280427,1545945.08,1142253.34,-1613339.93,"$1,529,545.49 ","$1,142,253.34 ","($1,613,339.93)",No,33288942.34,28845822.95,4689934.02,570935.109,,-8.202778226
11,12,"CareFirst BlueChoice, Inc.",Virginia,10207,258022,398671,11321522.36,-6283212.33,-4403583.34,"$11,321,522.36 ","($6,283,212.33)","($4,403,583.34)",No,79216780.9,70625508.48,7924219.75,362231.9218,0,1.181375031,"CareFirst BlueChoice, Inc.",Virginia,291585,450153,9089003.13,-4690047.93,-4863412.72,"$9,093,733.33 ","($4,690,047.91)","($4,863,412.73)",No,92645573.36,84564349.17,21326707.85,2750256.22,0,-8.266791643
654,759,Blue Cross and Blue Shield of Nebraska,Nebraska,29678,992595,434242,38604318.76,1379197.77,3588744.99,"$38,604,318.76 ","$1,379,197.77 ","$3,588,744.99 ",Yes,325228292,325081480,,,,0.147907253,Blue Cross and Blue Shield of Nebraska,Nebraska,847755,361056,32356285,8208131,1086662.44,"$32,361,756.58 ","$13,541,049.63 ","$3,977,257.76 ",Yes,357976304.1,336088448,,,,-8.292710176
2225,2583,"Excellus Health Plan, Inc",New York,78124,309097,2348642,25521165.66,33538908.24,27697473.06,"$25,521,165.66 ","$33,519,366.16 ","$26,430,399.01 ",Yes,175098143.8,145165193.2,34299514.66,4261963.3,-3135077.158,-17.7725769,"Excellus Health Plan, Inc",New York,334217,2172610,20299131.47,39045850.4,-2719871.69,"$20,303,711.74 ","$44,746,473.20 ","($2,719,871.69)",Yes,206374390.7,169661735.3,48206466.52,5729972.31,-3688376.509,-8.321746262
145,162,"BlueCross BlueShield of Tennessee, Inc.",Tennessee,14002,2515002,2621780,116386841,-1824896,6557827,"$116,386,840.70 ","($1,824,896.38)","$6,557,826.76 ",Yes,831552875,816101770,192606916,20361176,,-78.53551886,"BlueCross BlueShield of Tennessee, Inc.",Tennessee,2916902,2375943,125208363,22571331,5242634,"$125,248,679.99 ","$22,571,330.93 ","$5,242,633.55 ",Yes,1004649713,1134323885,311930355,46980207,,-8.463721896
1247,1450,United Healthcare Life Insurance Company,Tennessee,48069,5206,0,361362.2,140988.67,0,"$361,362.20 ","$140,988.67 ",,No,2688233.65,2462986.41,303003.47,62200.25,0,-26.88368805,United Healthcare Life Insurance Company,Tennessee,8862,0,199456.86,315512.89,0,"$199,560.67 ","$315,512.89 ",,No,3849607.56,3792328.45,720180.85,113146.14,0,-8.520941537
15,17,Freedom Life Insurance Company of America,Nebraska,10324,328,,0,0,,,,,No,69207,64272,0,0,0,15.04573171,Freedom Life Insurance Company of America,Nebraska,317,,0,2726.53,,$0.00 ,"$4,484.41 ",,No,44590.53,31226,0,0,0,-8.601041009
575,668,Time Insurance Company,Minnesota,27439,133134,1427,3434347,388994,-38513,"$3,434,347.41 ","$388,993.92 ","($38,513.10)",No,38182603,30816363,2522123,188746,-1574,34.97938168,Time Insurance Company,Minnesota,87919,538,3317916,1018837,-74883,"$3,319,642.29 ","$1,018,837.12 ","($74,883.14)",No,32211170,29740330,2453094,381540,0,-8.666536615
528,616,"SelectHealth, Inc.",Idaho,26002,205994,64205,22446618.57,5450923.74,-1392526.68,"$22,446,618.57 ","$5,450,923.74 ","($1,392,526.68)",Yes,109009654.3,108593032,11836640,837254,,-59.50305203,"SelectHealth, Inc.",Idaho,278361,116813,19449141.79,9855840.04,-1382800.26,"$19,459,263.73 ","$9,855,840.04 ","($1,382,800.26)",Yes,110348940.8,154031972,18082271,1973180,,-8.94511869
519,606,"Group Health Options, Inc",Washington,25768,166734,79175,9932982,-1364791,997685,"$9,932,982.42 ","($1,364,790.90)","$997,685.20 ",No,60929187,43701177,3119582,421317,,82.08950184,"Group Health Options, Inc",Washington,105901,52334,5542562.19,84523.22,734961.44,"$5,545,446.72 ","$84,523.22 ","$734,961.44 ",No,43081202.45,36403961.6,3596724,150617,,-8.983573378
2487,2876,"Oxford Health Insurance, Inc.",New York,85629,247763,4746318,0,613387.77,147304492.3,,,"$145,248,013.80 ",No,137498647.4,140990494.9,29597810.36,4236396.71,0,-150.6522547,"Oxford Health Insurance, Inc.",New York,175060,4079290,0,2034110.89,203706368.3,,,"$315,374,419.88 ",No,104983876.5,111681758.5,25844125.56,4685770.63,0,-9.143803293
1525,1774,HMO Minnesota ,Minnesota,57129,891,0,,,,,,,Yes,465988,903778,389869,67115,,-1004.23569,HMO Minnesota ,Minnesota,93058,14071,3271151,865806,-307685,"$3,272,853.74 ","$865,806.78 ","($307,685.44)",Yes,37641252,39416864,8532912,1172046,,-9.303939479
1910,2229,"SelectHealth, Inc.",Utah,68781,1144804,1347616,51361644.15,12505596.48,-1757089.15,"$51,361,644.15 ","$12,505,596.48 ","($1,805,886.51)",Yes,367228530.6,346944682,48225311,3739155,,-27.67339859,"SelectHealth, Inc.",Utah,1430842,1402554,45729581.52,29125748,2775857.47,"$45,753,380.60 ","$29,815,302.00 ","$2,775,857.47 ",Yes,408521047,492765465.8,82364715,8765405,,-9.431882051
2214,2570,Kentucky Health Cooperative,Kentucky,77894,586561,1983,58086349.7,-7829059.51,-49429.47,"$58,086,349.70 ","($7,829,059.51)","($49,429.47)",Yes,299397506.6,293489348,40142439,164345,0,-58.64458326,Kentucky Health Cooperative,Kentucky,623708,3394,35088262,-2353555,-471751,"$35,150,774.64 ","($2,353,554.57)","($471,751.15)",Yes,254228149.3,324284775.7,51740694,1076873,,-9.573903293
1712,1990,Time Insurance Company,Florida,62662,298430,1202,24416837,10529973,-119622,"$24,416,837.37 ","$11,930,582.36 ","($119,621.80)",No,122349533,120565819,15372383,917523,-6046,-48.58809771,Time Insurance Company,Florida,778753,2514,76081688,35074237,-112613,"$76,121,282.95 ","$35,074,237.06 ","($112,612.60)",No,429098810,490160774,67596751,6670607,-32094,-9.754409236
2910,3372,Humana Insurance Company,Ohio,97596,45174,6861,1360718.31,976968.6,-210554.64,"$1,360,718.31 ","$976,968.60 ","($210,554.64)",No,13649762.78,10653083.42,1510983.85,122883.69,409,30.15900341,Humana Insurance Company,Ohio,50883,6566,2366363.09,1602746.25,-114966.92,"$2,367,594.63 ","$1,602,746.25 ","($114,966.92)",No,19262071,20542930.91,2713430.34,367180.64,5.59,-9.871868941
1892,2210,"UnitedHealthcare of Florida, Inc.",Florida,68398,8953,709422,0,0,1650597.6,,,"$1,650,597.60 ",No,5326480.94,6733998.3,3325497.11,337830.74,657.34,-566.4584553,"UnitedHealthcare of Florida, Inc.",Florida,1434483,753362,75440222.47,14473029.3,-4281455.39,"$75,479,361.88 ","$14,572,435.15 ","($4,380,861.24)",No,640795281.3,697124928.4,94491278.09,15859601.79,51674.49,-10.08936969
