,CompanyName:,BusinessintheStateof:,HIOSIssuerID:,MEMBER_MONTHS_INDIVIDUAL:,MEMBER_MONTHS_SMALL_GROUP,EXPECTED_REINSURANCE,EXPECTED_RISK_ADJUSTMENT_INDIVIDUAL,EXPECTED_RISK_ADJUSTMENT_SMALL_GROUP,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET),Not-For-Profit:,Premium,Loss1,Loss2,Loss3,Loss4
2440,United American Insurance Co,Pennsylvania,82415,,,,,,,,,No,0.0,0.0,,,
2441,Wilton Reassurance Company,New Hampshire,82416,1.0,,,,,,,,No,1.0,0.0,,,
2442,American General Life Insurance Company,Kentucky,82430,696.0,,,,,,,,No,2531.0,112.0,,,
2443,American Republic Insurance Company,Minnesota,82443,,,,,,,,,No,,,,,
2444,"North Shore-LIJ CareConnect Insurance Company, Inc.",New York,82483,189964.0,114883.0,8733138.0,2282312.0,-13302064.0,"$8,737,682.64 ","$2,282,312.43 ","($13,302,063.81)",No,87562423.0,82818832.0,18111473.0,1636573.0,
2445,Freedom Life Insurance Company of America,Illinois,82506,3229.0,,37995.2,20588.27,,"$38,014.98 ","$26,867.72 ",$-,No,804752.47,602404.0,1176.0,0.0,0.0
2446,New Era Life Insurance Company of the MidWest,Ohio,82564,12.0,,,,,,,,No,851.0,0.0,,,
2447,"Boston Medical Center Health Plan, Inc.",Massachusetts,82569,282386.0,,1943986.6,-16960010.43,,"$1,947,450.10 ",N/A_MA_Issuer,N/A_MA_Issuer,Yes,68782242.17,61347073.43,16736981.15,692354.0,
2448,Mid-West National Life Insurance Company of Tennessee,Montana,82582,912.0,0.0,0.0,0.0,0.0,,,,No,246381.0,103565.3841,3772.0810229999997,2856.421072,0.0
2449,"Madison National Life Insurance Company, Inc.",Texas,82595,,,,,,,,,No,0.0,0.0,0.0,,
2450,American National Life Insurance Company of Texas,Wyoming,82638,1632.0,,,,,,,,No,446159.78,319030.84,,,
2451,Federated Mutual Insurance Company,Michigan,82649,0.0,154861.0,0.0,0.0,-4753200.26,N/E,$-,"($4,753,200.26)",No,0.0,0.0,0.0,0.0,0.0
2452,Philadelphia American Life Insurance Company,Iowa,82747,,,,,,,,,No,,,,,
2453,AMERICAN FIDELITY ASSURANCE COMPANY,Nevada,82748,,,,,,,,,No,,,,,
2454,Capital Advantage Insurance Company,Pennsylvania,82795,0.0,4490.0,0.0,0.0,84422.0,$0.00 ,$-,"$84,421.79 ",No,-6016.0,0.0,0.0,0.0,
2455,New Era Life Insurance Company,Virginia,82811,16.0,,,,,,,,No,893.0,-47.0,,,
2456,Aetna Health Inc. (a Georgia corporation),Georgia,82824,940354.0,684990.0,20306783.02,-58546619.34,-5894153.85,N/E,$-,"($4,486,504.66)",No,221127725.8,233200810.6,41175329.8,2511709.2,0.0
2457,Reliance Standard Life Insurance Company,Nevada,82827,,,,,,,,,No,0.0,0.0,,,
2458,AMERICAN FIDELITY ASSURANCE COMPANY,West Virginia,82867,,,,,,,,,No,,,,,
2459,Aetna Health Inc. (a New Jersey corporation),New Jersey,82884,7037.0,929182.0,0.0,0.0,-18109387.02,N/E,$-,"($18,109,387.03)",No,3114484.9,2756796.21,1008224.57,121803.52,20192.13
2460,"Athens Area Health Plan Select, Inc.",Georgia,82894,,47274.0,,,-1043335.92,,,,Yes,0.0,0.0,,,
2461,Thrivent Financial for Lutherans,Nevada,82949,,,,,,,,,No,,,,,
2462,Liberty National Life Insurance Co,Idaho,82982,,,,,,,,,No,0.0,0.0,,,
2463,Assurity Life Insurance Company,Missouri,83019,12.0,,,,,,,,No,2078.72,2549.54,,,
2464,AMERICAN FIDELITY ASSURANCE COMPANY,Iowa,83070,,,,,,,,,No,,,,,
2465,Central United Life Insurance Company,South Dakota,83075,,,,,,,,,No,,,,,
2466,Standard Life and Accident Insurance Company,South Carolina,83193,951.0,,,,,,,,No,191146.57,114703.69,,,
2467,"Sierra Health and Life Insurance Company, Inc.",Nevada,83198,377613.0,239448.0,10114155.34,4132272.63,72611.26,"$10,119,419.06 ","$4,132,272.63 ","$72,611.26 ",No,117013002.1,96883579.81,19276512.74,4307983.55,0.08
2468,First Allmerica Financial Life Ins. Co,Georgia,83217,0.0,,,,,,,,No,,9359.0,,,
2469,TransAmerica Premier Life Insurance,California,83237,,,,,,,,,No,0.0,0.0,,,
2470,"Madison National Life Insurance Company, Inc.",Florida,83238,,,,,,,,,No,0.0,0.0,0.0,,
2471,United American Insurance Co,Tennessee,83315,,,,,,,,,No,0.0,0.0,,,
2472,Thrivent Financial for Lutherans,District of Columbia,83349,,,,,,,,,No,,,,,
2473,United American Insurance Co,South Carolina,83363,,,,,,,,,No,0.0,0.0,,,
2474,"The Health Plan of the Upper Ohio Valley, Inc.",Ohio,83396,1491.0,25050.0,7872.0,-74716.0,-306669.0,"$7,876.07 ","($74,715.60)","($306,668.86)",Yes,626043.0,886379.0,151168.0,0.0,0.0
2475,Federated Mutual Insurance Company,Tennessee,83463,0.0,29848.0,0.0,0.0,414552.78,N/E,$-,"$414,552.78 ",No,0.0,0.0,0.0,0.0,0.0
2476,Reserve National Insurance Company,Michigan,83509,,,,,,,,,No,0.0,0.0,,,
2477,First Allmerica Financial Life Ins. Co,New York,83538,300.0,,,,,,,,No,79421.0,444229.0,,,
2478,Humana Insurance Company,Connecticut,83581,,,,,,,,,No,0.0,0.0,,,
2479,Union Fidelity Life Insurance Company,Utah,83664,,,,,,,,,No,,,,,
2480,The Prudential Insurance Company of America,North Dakota,83697,,,,,,,,,No,,,,,
2481,First Priority Health,Pennsylvania,83731,,,,,,,,,Yes,0.0,0.0,,,
2482,Celtic Insurance Company,Colorado,83737,0.0,,0.0,0.0,,,,,No,-5909.97,0.0,-7.469705867,-43.52046195,0.0
2483,"Healthfirst Health Plan, Inc.",New York,83744,,203.0,,,,N/E,$-,"($67,696.17)",Yes,0.0,0.0,,,
2484,Wilton Reassurance Company,Tennessee,83750,92.0,,,,,,,,No,563.0,0.0,,,
2485,"Alliant Health Plans, Inc.",Georgia,83761,151336.0,65417.0,10066488.59,4679043.57,-6352.0,"$10,071,727.50 ","$4,679,043.57 ","$22,552.36 ",Yes,70568215.92,78554433.0,14385906.13,526695.6,
2486,State Farm Mutual Automobile Insurance Company,Oregon,83764,965.0,0.0,0.0,0.0,0.0,,,,No,332152.05,156417.6,0.0,0.0,0.0
2487,Coventry Health & Life Insurance Company,Mississippi,83808,2953.0,154.0,62579.37,-199659.47,-154417.16,"$62,611.94 ","($199,659.48)","($154,417.17)",No,510872.76,526416.9,126983.15,7818.86,0.0
2488,Connecticut General Life Insurance Company,New York,83836,3148.0,0.0,0.0,0.0,0.0,,,,No,903851.0,3703832.0,0.0,488.0,133328.0
2489,Wilton Reassurance Company,Connecticut,83846,6.0,,,,,,,,No,6.0,0.0,,,
2490,American National Insurance Company,Arkansas,83857,120.0,,,,,,,,No,67162.54,14821.85,,,
2491,Florida Health Solution HMO Company,Florida,83883,1312.0,,0.0,0.0,,$0.00 ,"($166,901.91)",$-,No,41041.0,198363.0,25622.0,0.0,0.0
2492,TransAmerica Premier Life Insurance,Alaska,83901,,,,,,,,,No,0.0,0.0,,,
2493,New York Life Insurance Company,Texas,83915,36.0,0.0,0.0,0.0,0.0,,,,No,6145.0,-218887.0,0.0,0.0,0.0
2494,American General Life Insurance Company,California,83977,0.0,,,,,,,,No,1136.0,1619.0,,,
2495,Aetna Life Insurance Company,Georgia,83978,248398.0,365173.0,6805223.19,-14644018.01,3355287.06,"$6,808,764.85 ","($14,644,018.02)","$3,485,222.28 ",No,72696963.75,68980935.36,12627370.44,876719.68,3012.88
2496,Triple-S Salud Inc.,United States Virgin Islands,83991,,25047.0,,,,,,,No,,,,,
2497,United Teachers Associates,Oregon,83997,0.0,,,,,,,,No,0.0,0.0,,,
2498,First Allmerica Financial Life Ins. Co,Texas,84008,12.0,,,,,,,,No,23578.0,180477.0,,,
2499,County of Santa Clara,California,84014,22876.0,138.0,505056.0,-115235.0,,"$505,318.49 ","($115,235.31)",$-,Yes,10197416.0,8941213.0,1002222.0,,
2500,Humana Insurance Company,Maine,84041,,,,,,,,,No,0.0,0.0,,,
2501,Connecticut General Life Insurance Company,Oregon,84139,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,-896.0,0.0,-28.0,0.0
2502,Reliance Standard Life Insurance Company,Florida,84141,,,,,,,,,No,0.0,0.0,,,
2503,American National Life Insurance Company of Texas,Michigan,84206,899.0,,,,,,,,No,212630.8,15092.16,,,
2504,Aetna Life Insurance Company,Arizona,84251,127740.0,421935.0,1613468.24,-3663100.18,-4599781.33,"$1,614,307.95 ","($3,663,100.18)","($4,599,781.33)",No,31103177.3,25205733.12,5077709.28,485471.09,16.57
2505,Asuris Northwest Health,Oregon,84333,,,,,,,,,Yes,,,,,
2506,The Prudential Insurance Company of America,Louisiana,84391,,,,,,,,,No,,,,,
2507,American General Life Insurance Company,Michigan,84398,0.0,,,,,,,,No,0.0,0.0,,,
2508,MONY Life Insurance Company,New York,84424,,,,,,,,,No,,,,,
2509,American Heritage Life Insurance Company,Minnesota,84439,,,,,,,,,No,0.0,0.0,,,
2510,Central United Life Insurance Company,Georgia,84467,,,,,,,,,No,,,,,
2511,American Heritage Life Insurance Company,Alabama,84480,,,,,,,,,No,0.0,0.0,,,
2512,"Molina Healthcare of Washington, Inc.",Washington,84481,50553.0,,1183589.31,1537384.84,,"$1,184,205.29 ","$1,537,384.84 ",$-,No,20352261.15,17023375.0,4016431.0,184963.0,0.0
2513,Liberty National Life Insurance Co,Nevada,84539,,,,,,,,,No,0.0,0.0,,,
2514,American National Life Insurance Company of Texas,Ohio,84541,814.0,,,,,,,,No,237485.59,179182.36,,,
2515,United States Branch of the Sun Life Assurance Company of Canada,Louisiana,84552,,,,,,,,,No,,,,,
2516,Aetna Life Insurance Company,Kansas,84600,2813.0,6579.0,0.0,0.0,745826.48,N/E,$-,"$745,826.49 ",No,690716.26,398728.39,150145.95,22383.38,65.96
2517,WPS Health Plan Inc,Wisconsin,84670,215901.0,43139.0,12623709.0,1825501.0,-1158565.0,"$12,630,278.43 ","$1,825,501.39 ","($1,158,565.40)",No,115973837.0,114331132.0,19334826.0,2106901.0,0.0
2518,Mid-West National Life Insurance Company of Tennessee,Delaware,84677,692.0,0.0,0.0,0.0,0.0,,,,No,180156.0,173532.6651,5507.924968,4167.5752649999995,3.12
2519,Mutual of Omaha Insurance Company,Ohio,84752,,,,,,,,,No,,,,,
2520,John Alden Life Insurance Company,Hawaii,84813,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2521,Aetna Health Inc. (a Pennsylvania corporation),Ohio,84867,173.0,170265.0,0.0,0.0,-2831979.84,N/E,$-,"($2,831,979.85)",No,92387.66,96595.45,40199.63,4981.01,0.0
2522,Aetna Life Insurance Company,Massachusetts,84871,21.0,0.0,0.0,0.0,0.0,,,,No,467.91,-0.06,0.0,0.0,0.0
2523,American National Insurance Company,Pennsylvania,84906,48.0,,,,,,,,No,13143.26,150639.1316,,,
2524,Trustmark Life Insurance Company,Nebraska,84908,0.0,0.0,,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2525,The Guardian Life Insurance Company of America,South Carolina,84939,139.0,,,,,,,,No,9703.0,217761.2648,,,
2526,Celtic Insurance Company,Alaska,84982,0.0,,0.0,0.0,,,,,No,523.15,0.0,0.661217675,3.852427283,0.0
2527,The Guardian Life Insurance Company of America,Maryland,85008,139.0,,,,,,,,No,26182.0,59407.6804,,,
2528,State Farm Mutual Automobile Insurance Company,Illinois,85094,1705.0,0.0,0.0,0.0,0.0,,,,No,846852.56,585714.87,0.0,0.0,0.0
2529,The Guardian Life Insurance Company of America,Illinois,85099,54.0,,,,,,,,No,2443.0,23944.0372,,,
2530,Philadelphia American Life Insurance Company,District of Columbia,85128,,,,,,,,,No,,,,,
2531,American National Insurance Company,Oregon,85139,0.0,,,,,,,,No,0.0,0.0,,,
2532,Nationwide Life Insurance Company,California,85176,24.0,,,,,,,,No,1451.0,0.0,,,
2533,Transamerica Life Insurance Company,Minnesota,85192,,,,,,,,,No,,,,,
2534,American Income Life Insurance Co,Utah,85250,,,,,,,,,No,0.0,0.0,,,
2535,"Hometown Health Providers Insurance Company, Inc.",Nevada,85266,3534.0,60181.0,221193.0,397249.0,-1757924.0,"$217,980.45 ","$397,248.75 ","($1,757,923.69)",No,2033024.0,2103218.0,352183.0,12176.0,
2536,Cigna Health and Life Insurance Company,Kentucky,85270,24.0,0.0,0.0,0.0,0.0,,,,No,460.0,1334.0,0.0,0.0,0.0
2537,American Income Life Insurance Co,Washington,85355,,,,,,,,,No,0.0,0.0,,,
2538,"GlobalHealth, Inc.",Oklahoma,85408,13431.0,574.0,611301.0,-1843454.0,-2525.02,"$611,619.22 ",N/A_DefaultCharge,N/A_DefaultCharge,No,3292703.0,7859076.0,1316905.0,107365.0,
2539,Mutual of Omaha Insurance Company,Alabama,85425,,,,,,,,,No,,,,,
2540,United Teachers Associates,Virginia,85439,24.0,,,,,,,,No,0.0,-5.0,,,
2541,TransAmerica Premier Life Insurance,Wyoming,85445,,,,,,,,,No,0.0,0.0,,,
2542,AMERICAN FIDELITY ASSURANCE COMPANY,Michigan,85500,,,,,,,,,No,,,,,
2543,Globe Life and Accident Insurance Co,South Dakota,85548,,,,,,,,,No,0.0,0.0,,,
2544,Enterprise Life Insurance Company,Louisiana,85570,1149.0,,0.0,0.0,,,,,No,419238.0,243737.0,0.0,0.0,0.0
2545,State Farm Mutual Automobile Insurance Company,California,85589,1811.0,0.0,0.0,0.0,0.0,,,,No,853970.42,1180596.22,0.0,0.0,0.0
2546,Liberty Mutual Insurance Company,Connecticut,85624,,,,,,,,,No,,,,,
2547,"Oxford Health Insurance, Inc.",New York,85629,175060.0,4079290.0,0.0,2034110.89,203706368.3,N/E,$-,"$315,374,419.88 ",No,104983876.5,111681758.5,25844125.56,4685770.63,0.0
2548,HealthPartners Insurance Company,Minnesota,85654,507606.0,194406.0,9283000.0,-29118000.0,-3346000.0,"$9,288,091.28 ","($29,118,111.14)","($3,345,685.38)",No,89967000.0,100347000.0,13840000.0,2018000.0,
2549,Connecticut General Life Insurance Company,Wyoming,85708,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,-2.0,0.0,0.0,0.0
2550,United Healthcare Life Insurance Company,Connecticut,85732,11893.0,0.0,1061181.93,2156886.02,0.0,"$1,061,734.21 ","$2,156,886.02 ",$-,No,8945661.22,8209998.99,1321350.74,271656.06,0.0
2551,UCare Minnesota,Minnesota,85736,115591.0,,1958644.09,-5906132.97,,"$1,959,663.44 ","($5,906,132.97)",$-,Yes,23021196.0,29837423.0,4468485.0,254906.0,
2552,AMERICAN FIDELITY ASSURANCE COMPANY,California,85744,,,,,,,,,No,,,,,
2553,UnitedHealthcare Insurance Company,Oklahoma,85757,4882.0,236945.0,0.0,65011.03,-209170.97,N/E,$-,"($144,362.05)",No,2181240.81,1474239.28,367355.8,61012.65,5.81
2554,American National Insurance Company,Florida,85774,297.0,,,,,,,,No,108471.74,24130.5382,,,
2555,Trustmark Insurance Company,South Dakota,85785,,,,,,,,,No,,,,,
2556,LifeWise Health Plan of Oregon,Oregon,85804,491563.0,112496.0,17006994.0,-19940059.0,-1675211.0,"$17,015,844.50 ","($19,940,058.64)","($1,675,210.84)",No,126729865.0,153472918.0,17964754.0,2593717.0,
2557,Sanford Health Plan,Iowa,85930,,2390.0,,,-19387.07,N/E,$-,"($19,387.07)",Yes,0.0,0.0,,,
2558,All Savers Insurance Company,Texas,85947,953930.0,549.0,40075658.09,-28130267.1,21102.91,"$40,096,514.70 ","($28,130,267.10)","$21,102.91 ",No,293250113.1,373952212.7,38037129.61,7783370.03,2955.06
2559,National Foundation Life Insurance Company,North Carolina,85958,6476.0,,0.0,0.0,,,,,No,1183719.0,1144491.0,5663.07,0.0,0.0
2560,United Teachers Associates,Hawaii,85983,12.0,,,,,,,,No,884.0,11307.47787,,,
2561,John Alden Life Insurance Company,New Jersey,85989,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2562,Unified Life Insurance Company,Oklahoma,85990,0.0,,0.0,0.0,,,,,No,0.0,0.0,0.0,0.0,0.0
2563,Connecticut General Life Insurance Company,Northern Mariana Islands,85994,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2564,"CareFirst BlueChoice, Inc.",District of Columbia,86052,110036.0,440289.0,3019983.96,-1630614.04,-10757047.39,"$3,021,555.65 ","($1,630,614.05)","($10,757,047.29)",No,34577484.17,30505235.97,9834269.56,1573578.71,0.0
2565,Companion Life Insurance Company,Kansas,86067,105.0,437.0,,,,,,,No,-5014.0,2710.0,2308.0,,
2566,American Family Mutual Insurance Company,Iowa,86082,48.0,,,,,,,,No,744.0,127.0,0.0,,
2567,The Prudential Insurance Company of America,Nebraska,86104,,,,,,,,,No,,,,,
2568,American Heritage Life Insurance Company,United States Virgin Islands,86124,,,,,,,,,No,0.0,0.0,,,
2569,Kanawha Insurance Company ,Tennessee,86134,717.0,,,,,,,,No,49851.0,106923.0,0.0,0.0,0.0
2570,New York Life Insurance Company,Florida,86171,24.0,0.0,0.0,0.0,0.0,,,,No,5209.0,-343089.86,0.0,0.0,0.0
2571,Union Fidelity Life Insurance Company,Arizona,86228,,,,,,,,,No,,,,,
2572,The Prudential Insurance Company of America,Puerto Rico,86258,,,,,,,,,No,,,,,
2573,Celtic Insurance Company,Maine,86305,0.0,,0.0,0.0,,,,,No,0.0,0.0,0.0,0.0,0.0
2574,Liberty National Life Insurance Co,California,86321,,,,,,,,,No,0.0,0.0,,,
2575,Mid-West National Life Insurance Company of Tennessee,California,86364,18430.0,0.0,0.0,0.0,0.0,,,,No,4699722.0,2329566.482,80039.17177,60561.6951,348.07
2576,Sunshine State Health Plan,Florida,86382,187352.0,,1183808.05,-26584661.51,,"$1,184,424.15 ","($26,584,661.51)",$-,No,38447680.48,27042932.65,4990527.608,155339.5482,
2577,United Teachers Associates,North Carolina,86385,0.0,,,,,,,,No,0.0,0.0,,,
2578,UnitedHealthcare Insurance Company,New York,86393,44.0,0.0,0.0,0.0,0.0,,,,No,9196.0,2449.66,0.0,0.0,0.0
2579,TransAmerica Premier Life Insurance,Kansas,86427,,,,,,,,,No,0.0,0.0,,,
2580,"Innovation Health Plan, Inc.",Virginia,86443,375.0,128993.0,0.0,0.0,-5954916.7,N/E,$-,"($5,954,916.70)",No,117040.98,66840.45,6529.0,661.76,0.0
2581,Aetna Life Insurance Company,Vermont,86487,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2582,Golden Rule Insurance Company,North Carolina,86508,57336.0,0.0,0.0,0.0,0.0,,,,No,13526516.74,8713470.99,1480966.07,286854.51,185.89
2583,Companion Life Insurance Company,District of Columbia,86532,15.0,4.0,,,,,,,No,429.0,214.0,20.0,,
2584,Time Insurance Company,Connecticut,86542,44378.0,0.0,2418853.0,905352.0,0.0,"$2,420,111.46 ","$905,352.48 ",$-,No,20314760.0,19155290.0,3286760.0,313940.0,-10931.0
2585,"Anthem Health Plans, Inc.",Connecticut,86545,654579.0,464639.0,37785526.05,25538509.66,25341838.53,"$37,802,725.10 ","$25,538,509.66 ","$25,341,838.53 ",No,344171930.7,281199270.2,58915904.62,5455125.18,0.0
2586,Reliance Standard Life Insurance Company,Wisconsin,86572,,,,,,,,,No,0.0,0.0,,,
2587,Aetna Life Insurance Company,Arkansas,86597,403.0,464.0,0.0,0.0,0.0,,,,No,217536.66,422193.58,34706.61,4038.32,0.0
2588,Connecticut General Life Insurance Company,Delaware,86622,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,-1.0,0.0,0.0,0.0
2589,"GOOD HEALTH HMO, INC. d/b/a BLUE CARE, INC.",Missouri,86686,32.0,1716.0,,,,,,,Yes,17590.44,8016.155415,482.48,-0.0173,0.0
2590,Union Security Insurance Company,North Dakota,86699,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2591,Humana Insurance Company,Maryland,86746,,,,,,,,,No,0.0,0.0,,,
2592,Cigna Health and Life Insurance Company,Arizona,86830,11908.0,1943.0,1430778.0,1029129.0,-36.0,"$1,431,522.46 ","$2,978,136.23 ",($35.55),No,6986907.0,6759424.0,1259483.0,189293.0,0.0
2593,Wilton Reassurance Company,New Mexico,86854,467.0,,,,,,,,No,542.0,0.0,,,
2594,Kanawha Insurance Company ,California,86859,777.0,,,,,,,,No,124076.0,92001.0,0.0,0.0,0.0
2595,"Madison National Life Insurance Company, Inc.",Wyoming,86866,,0.0,,,,,,,No,0.0,0.0,0.0,,
2596,Illinois Mutual Life Insurance Company,Wisconsin,86892,,,,,,,,,No,,,,,
2597,United American Insurance Co,Michigan,86913,,,,,,,,,No,0.0,0.0,,,
2598,Connecticut General Life Insurance Company,Texas,86924,242562.0,0.0,0.0,0.0,0.0,,,,No,59024760.0,46116909.0,8906171.0,1114340.0,13677.0
2599,American National Life Insurance Company of Texas,West Virginia,87124,384.0,,,,,,,,No,85716.61,95816.54,,,
2600,Celtic Insurance Company,Iowa,87194,0.0,,0.0,0.0,,,,,No,-1222.36,0.0,-1.5449604080000001,-9.001343809,0.0
2601,American Income Life Insurance Co,Missouri,87213,,,,,,,,,No,0.0,0.0,,,
2602,Superior Health Plan,Texas,87226,102284.0,,1216016.27,-5580967.25,,"$1,216,649.13 ","($5,580,967.25)",$-,No,24377716.75,23280657.02,4108094.345,226927.82,
2603,Wilton Reassurance Company,Arkansas,87244,344.0,,,,,,,,No,464.0,11247.0,,,
2604,Globe Life and Accident Insurance Co,Ohio,87246,,,,,,,,,No,0.0,0.0,,,
2605,Hartford Life and Annuity Insurance Company,North Carolina,87267,,,,,,,,,No,,,,,
2606,"Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield",Colorado,87269,534111.0,677758.0,3299621.05,-318263.67,-1239886.17,"$3,292,837.76 ","($318,263.67)","($1,239,886.17)",No,184510366.6,148064739.2,18588268.65,2510080.36,0.0
2607,National Foundation Life Insurance Company,Michigan,87318,60.0,,0.0,0.0,,,,,No,37473.0,14505.0,0.0,0.0,0.0
2608,AMERICAN FIDELITY ASSURANCE COMPANY,District of Columbia,87346,,,,,,,,,No,,,,,
2609,Cigna Health and Life Insurance Company,Connecticut,87354,7637.0,7581.0,949372.0,1551768.0,0.0,"$949,866.36 ","$1,551,767.81 ",$-,No,5750623.0,5626276.0,531120.0,70782.0,76867.0
2610,The Guardian Life Insurance Company of America,Louisiana,87390,240.0,,,,,,,,No,8387.0,10645.7444,,,
2611,The United States Life Ins. Co. in the City of New York,New York,87414,809582.0,,,,,,,,No,11749718.17,9553146.0,0.0,0.0,0.0
2612,Common Ground Healthcare Cooperative,Wisconsin,87416,396688.0,25483.0,32233096.93,194955.1,-2056055.51,"$32,249,872.02 ","$194,955.10 ","($2,056,055.51)",Yes,193499595.0,222934983.9,33418003.0,1287949.0,
2613,United American Insurance Co,Wyoming,87430,,,,,,,,,No,0.0,0.0,,,
2614,Wilton Reassurance Company,Puerto Rico,87432,34.0,,,,,,,,No,26.0,0.0,,,
2615,Philadelphia American Life Insurance Company,Texas,87445,160.0,,,,,,,,No,38527.0,73651.0,,,
2616,John Alden Life Insurance Company,Nevada,87446,435.0,4318.0,0.0,0.0,-333229.0,N/E,$-,"($333,228.58)",No,157947.0,56652.0,7836.0,2204.0,-456.0
2617,Celtic Insurance Company,Rhode Island,87494,0.0,,0.0,0.0,,,,,No,0.0,0.0,0.0,0.0,0.0
2618,American Republic Insurance Company,Florida,87527,,,,,,,,,No,,,,,
2619,"Madison National Life Insurance Company, Inc.",Alabama,87535,,,,,,,,,No,0.0,0.0,,,
2620,American Income Life Insurance Co,Montana,87561,,,,,,,,,No,0.0,0.0,,,
2621,"Health Care Service Corporation, a Mutual Legal Reserve Company",Oklahoma,87571,2028437.0,1475972.0,84195768.0,-2631957.0,4445556.0,"$84,233,897.40 ","($4,417,436.82)","$4,443,491.14 ",Yes,645361827.0,783660741.0,200829257.7,23947622.3,0.0
2622,New York Life Insurance Company,Virginia,87585,60.0,0.0,0.0,0.0,0.0,,,,No,2189.0,-83755.0,0.0,0.0,0.0
2623,Globe Life and Accident Insurance Co,California,87645,,,,,,,,,No,0.0,0.0,,,
2624,Time Insurance Company,North Carolina,87696,82276.0,2702.0,2412911.0,-2641746.0,-271230.0,"$2,414,167.19 ","($2,641,746.14)","($271,229.67)",No,23005423.0,24135384.0,4102167.0,522053.0,-244.0
2625,CommunityCare Life & Health Insurance Company,Oklahoma,87698,1733.0,55597.0,,1210.0,-1132189.0,$0.00 ,"$1,200.32 ","($1,132,219.85)",No,468126.0,352432.0,173205.0,12008.0,
2626,"Humana Benefit Plan of Illinois, Inc.",Illinois,87715,,,,,,,,,No,0.0,0.0,,,
2627,Regence BlueShield,Washington,87718,552202.0,455891.0,32427807.0,25764919.0,21866758.0,"$32,444,683.34 ","$25,715,713.27 ","$21,915,964.21 ",Yes,258381772.0,218920708.0,33629463.0,3991972.0,0.0
2628,Liberty Mutual Insurance Company,Maine,87736,,,,,,,,,No,,,,,
2629,The Prudential Insurance Company of America,Delaware,87739,,,,,,,,,No,,,,,
2630,Kanawha Insurance Company ,New Jersey,87740,600.0,,,,,,,,No,32407.0,14583.0,0.0,0.0,0.0
2631,Thrivent Financial for Lutherans,South Dakota,87743,,,,,,,,,No,,,,,
2632,The United States Life Ins. Co. in the City of New York,Maine,87756,2154.0,,,,,,,,No,75652.0,40783.0,0.0,0.0,0.0
2633,Liberty National Life Insurance Co,New Mexico,87809,,,,,,,,,No,0.0,0.0,,,
2634,Life of America,Georgia,87844,30.0,,,,,,,,No,20874.0,757.0,,,
2635,Celtic Insurance Company,District of Columbia,87881,0.0,,0.0,0.0,,,,,No,0.0,0.0,0.0,0.0,0.0
2636,Southwest Life & Health Insurance Co.,New Mexico,87915,,,,,,,,,No,,,,,
2637,AMERICAN FIDELITY ASSURANCE COMPANY,Idaho,87941,,,,,,,,,No,,,,,
2638,Liberty Mutual Insurance Company,Tennessee,87951,,,,,,,,,No,,,,,
2639,New Era Life Insurance Company of the MidWest,Missouri,87955,13.0,,,,,,,,No,5810.0,0.0,,,
2640,Reserve National Insurance Company,Arizona,87968,,,,,,,,,No,0.0,0.0,,,
2641,Aetna Life Insurance Company,North Dakota,87988,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2642,John Alden Life Insurance Company,California,87997,464.0,0.0,0.0,0.0,0.0,,,,No,179286.0,92429.0,19881.0,2439.0,0.0
2643,Group Health Incorporated,New York,88000,618.0,0.0,52138.69,-72128.3,-547.64,"$52,165.83 ","($72,128.30)",($547.64),Yes,363548.72,575948.434,77584.6,7104.45,-125036.8
2644,Thrivent Financial for Lutherans,North Carolina,88036,,,,,,,,,No,,,,,
2645,United Teachers Associates,Montana,88054,0.0,,,,,,,,No,0.0,0.0,,,
2646,PreferredOne Insurance Company,Minnesota,88102,78619.0,178184.0,4220736.0,5753591.0,-3077770.0,"$4,222,933.09 ","$5,753,591.46 ","($3,077,770.23)",No,14040295.0,32466576.0,6979247.0,408589.0,
2647,Illinois Mutual Life Insurance Company,Florida,88141,,,,,,,,,No,,,,,
2648,Life of America,Colorado,88186,120.0,,,,,,,,No,10622.0,18893.0,,,
2649,American National Insurance Company,Tennessee,88197,226.0,,,,,,,,No,86410.78,29347.787,,,
