,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,REINSURANCE,RISK_TRANSFER_INDIVIDUAL,RISK_TRANSFER_SMALL_GROUP,Hash,MR_SUBMISSION_TEMPLATE_ID,MEMBER_MONTHS_INDIVIDUAL,MEMBER_MONTHS_SMALL_GROUP
812,14002,BlueCross BlueShield of Tennessee,TN,125208363.16,22571330.93,5242633.55,1665294571.3,,,
813,70194,Highmark Health Insurance Company,PA,37247105.91,51852279.7,777889.23,1881374528.98,,,
814,55409,Cigna Health and Life Insurance Company,TX,41981510.64,53407229.68,0.0,1949494694.56,,,
815,26420,"Oxford Health Plans (NY), Inc.",NY,37034220.59,75516356.91,-34043889.75,2021500482.5900002,,,
816,49316,"BCBSM, INC.",MN,125694014.54,29086945.86,15764245.94,2049545604.42,,,
817,64198,Time Insurance Company,CA,65114354.38,63308434.85,0.0,2418361961.01,,,
818,99110,Health Net Life Insurance Company,CA,94298229.42,53436905.52,11418011.12,2510737866.1000004,,,
819,97176,Louisiana Health Service & Indemnity Company,LA,59732789.29,67544981.11,7830648.73,2645144967.85,,,
820,31609,Independence Blue Cross (QCC Ins. Co.),PA,43116917.6,64851297.02,24985336.8,2736959356.42,,,
821,30252,"Health Options, Inc.",FL,50025871.14,81745567.9,-4176090.84,2813300158.6,,,
822,48121,Cigna Health and Life Insurance Company,FL,82668892.23,73421679.32,0.0,2854754304.5299997,,,
823,36096,Blue Cross Blue Shield of Illinois,IL,283480714.3,23056950.67,10877027.26,2884039934.2900004,,,
824,27603,Blue Cross of California (Anthem BC),CA,324961807.8,-26380560.05,98210694.17,3126517093.9399996,,,
825,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,MI,79260623.26,84043000.54,11876518.15,3362058188.1100006,,,
826,93332,"Humana Employers Health Plan of Georgia, Inc.",GA,213455181.26,68541368.02,-3209903.85,3564400311.99,,,
827,11512,Blue Cross and Blue Shield of NC,NC,222501830.14,67566338.19,15759733.78,3919984769.13,,,
828,85629,"Oxford Health Insurance, Inc.",NY,0.0,0.0,315374419.88,5361365137.96,,,
829,33602,Blue Cross Blue Shield of Texas,TX,636679178.58,38571557.86,11386899.21,5846049830.29,,,
830,70285,CA Physician's Service dba Blue Shield of CA,CA,282280000.74,181516598.98,19822043.9,7939949319.860001,,,
831,16842,Blue Cross and Blue Shield of Florida,FL,203599485.48,368933330.53,8102147.17,12999866146.679998,,,
